restaurant,city,menu_type,category,dish,price,description,tags
Brasserie Flair,Groningen,Dinner,Main,Vis van de dag!,28.5,Vraag naar de vis van de dag! geserveerd met passende bijgerechten.,fish
Brasserie Flair,Groningen,Dinner,Main,(V) Portobellosteak,24.5,Sousvide gegaard en gegrilde portobello met chimichurri geserveerd met oa. truffelaardappelpuree en warme groenten.,"meat, vegetarian"
Brasserie Flair,Groningen,Dinner,Main,(V) Winter Lasagne,24.5,"Huisgemaakte lasagnebladen belegd met oa. ricotta, parmezaan, gorgonzola, spinazie, champignons. Overgoten met bechamelsaus en gegratineerd met mozzarella, geserveerd met een kleine huissalade.","meat, vegetarian"
Brasserie Flair,Groningen,Dinner,Gezellig Samen Delen!,Shared Dining,29.5,Proeverij op een plank geserveerd van diverse hoofdgerechten om te delen geserveerd met bijgerechten.,
Brasserie Flair,Groningen,Dinner,Gezellig Samen Delen!,Wereldtafel,47.5,Een tafel vol gerechtjes met wereldse smaken in 2-gangen geserveerd.,
Brasserie Flair,Groningen,Dinner,Gezellig Samen Delen!,- Friet met brander mayonaise,5.0,,
Brasserie Flair,Groningen,Dinner,Gezellig Samen Delen!,- Friet parmezaan met truffelmayonaise,6.0,,vegetarian
Brasserie Flair,Groningen,Dinner,Gezellig Samen Delen!,- Risitto milanese,6.0,,
Brasserie Flair,Groningen,Dinner,Gezellig Samen Delen!,- Gratin Dauphinoins,6.0,,
Brasserie Flair,Groningen,Dinner,Gezellig Samen Delen!,- Groente van het seizoen,4.5,,vegetarian
Brasserie Flair,Groningen,Dinner,Gezellig Samen Delen!,- Salade van het huis,4.5,In onze keuken werken we met allergenen. Heeft u een voedselallergie? Vraag naar onze allergenenkaart.,
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,Baklava Cheesecake,9.5,Een heerlijk knapperige en romige traktatie met een rijk nootachtige smaak van Baklava met oa. caramel en noten met een bolletje huisgemaakt karamel-ijs.,
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,Scroppino,9.5,"Gemaakt van huisgemaakt Limo cello-ijs, limo cello en cava.",
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,Dronken Sultan,9.5,"Vanille ijs overgoten met boerenjongens, advocaat en slagroom.",vegetarian
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,Affogato Caramel,9.5,Espresso koffie met een bolletje huisgemaakte karamel ijs en een shotje Amaretto.,
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,Kaasplankje,12.5,"4 verschillende en wisselende harde- en zachte kazen met chutney, vijgenbrood.",vegetarian
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,Special Coffees,8.5,Irish: met Whisky,
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,"Rode Port € 5,00 Tia Maria",5.0,,
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,"Cointreau € 5,00 Baileys",5.0,,
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,"Limoncello € 4,25 Cognac",6.0,,
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,"Amaretto € 5,00 Grand Marnier",5.0,,
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,"Grappa € 5,00 Liqor 43",5.0,,
Brasserie Flair,Groningen,Dinner,Desserts En Digestieven,"Calvados € 5,00 Drambuie",5.0,,
Javaans Eetcafe Groningen,Groningen,Dinner,De Voorgerechten,SOTO AYAM,7.35,Een Indonesisch gekruide kippensoep,meat
Javaans Eetcafe Groningen,Groningen,Dinner,De Voorgerechten,SOTO KACANG,7.35,Romige pindasoep met bosuitjes,
Javaans Eetcafe Groningen,Groningen,Dinner,De Voorgerechten,TEMBUKA,8.5,Diverse gebakken hapjes met een zoete licht pikante saus,spicy
Javaans Eetcafe Groningen,Groningen,Dinner,De Voorgerechten,FRIKADEL DJAWA,7.5,Javaanse gekruide gehaktballetjes,meat
Javaans Eetcafe Groningen,Groningen,Dinner,De Voorgerechten,LOEMPIA's,6.25,2 stuks huisgemaakte goed gevulde Indonesische loempia’s,
Javaans Eetcafe Groningen,Groningen,Dinner,"Rijsttafel ""Deluxe""","(minimaal 2 personen, niet i.c.m. acties)",37.85,,
Javaans Eetcafe Groningen,Groningen,Dinner,De Javaanse Rijsttafel,(ook vegetarisch te verkrijgen),32.75,,vegetarian
Javaans Eetcafe Groningen,Groningen,Dinner,Grote Shrimps - Udang Goreng,Grote Shrimps - Udang Goreng,27.5,,fish
Javaans Eetcafe Groningen,Groningen,Dinner,Dagingschotel,Dagingschotel,24.85,,
Javaans Eetcafe Groningen,Groningen,Dinner,Nasi Rames,Nasi Rames,23.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,Ikan Pepesan,Ikan Pepesan,27.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,Satehschotel ‘De Javaan’,Satehschotel ‘De Javaan’,28.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,De Vegetarische Rijstschotel,De vegetarische Rijstschotel,26.5,,vegetarian
Javaans Eetcafe Groningen,Groningen,Dinner,De Vegetarische Satehschotel​,De Vegetarische Satehschotel​,25.5,,vegetarian
Javaans Eetcafe Groningen,Groningen,Dinner,De Javaanse 65+ Rijsttafel,(minimaal 2 personen),27.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische Kleine Gerechten,SATÉ AYAM,8.5,3 stokjes kipsate met milde satésaus,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische Kleine Gerechten,SATÉ BABI,8.5,3 stokjes varkenssate met pikante satésaus,"meat, spicy"
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische Kleine Gerechten,SATÉ KAMBING,12.45,3 stokjes lamshaassaté (90 gram) met kambingsaus,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische Kleine Gerechten,SATÉ SAPI,12.45,3 stokjes runderhaassaté (90 gram) met zoete ketjapsaus,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische Kleine Gerechten,DAGING RENDANG,8.5,Langzaam gestoofd rundvlees in zachtzoete kokossaus met ketjap,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische Kleine Gerechten,DAGING SETAN,8.5,Runderstoofvlees pikante versie met frisse djeroek Poeroet (limeleaf),"meat, spicy"
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische Kleine Gerechten,BABI KETJAP,8.5,Mager geroosterde varkensvleesreepjes in zoete ketjapsaus,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische Kleine Gerechten,AYAM KARRY,8.5,Malse kipstukjes in romige kokos-kerry saus,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische Kleine Gerechten,VEGETARSICHE SNACK,8.5,Tahu karry en koude tempeh,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische Kleine Gerechten,SETJE MINI BAPAO,7.85,Ayam en rund met zoetpikante saus,"meat, spicy"
Javaans Eetcafe Groningen,Groningen,Dinner,Starters,INDONESISCHE MIDI LOEMPIA'S,7.5,Met zoet pikante saus,spicy
Javaans Eetcafe Groningen,Groningen,Dinner,Starters,FRIKADEL DJAWA,7.5,Javaanse gehaktballetjes met satésaus,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Starters,SOTO AYAM,7.5,Indonesisch kippensoep geserveerd met kroepoek en sambal badjak,"meat, spicy"
Javaans Eetcafe Groningen,Groningen,Dinner,Starters,SOTO KACANG,7.5,Pindasoep met bosuitjes geserveerd met kroepoek en sambal badjak,spicy
Javaans Eetcafe Groningen,Groningen,Dinner,Main,SATÉ AYAM SCHOTEL,16.5,5 stokjes milde kipsaté met satésaus,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Main,BABI KETJAP SCHOTEL,16.5,Mager geroosterde varkensreepjes in zoete ketjapsaus,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Main,AYAM KARRY SCHOTEL,16.5,Malse kipstukjes in zachtromige kokos-kerry saus,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Main,DAGING RENDANG SCHOTEL,18.5,Langzaam gestoofd rundvlees in zachtzoete kokossaus met ketjap,meat
Javaans Eetcafe Groningen,Groningen,Dinner,Main,DAGING SETAN SCHOTEL,18.5,Runderstoofvlees pikante versie met frisse djeroek Poeroet (limeleaf),"meat, spicy"
Javaans Eetcafe Groningen,Groningen,Dinner,Main,VEGETARISCHE SCHOTEL,16.5,Tahu karry en koude sambal goreng Tempeh,"spicy, vegetarian"
Javaans Eetcafe Groningen,Groningen,Dinner,Dessert,KELAPAH MUDAH,7.5,Geschaafde jonge kokos met romige kokosmelk en rozenblaadjes siroop,
Javaans Eetcafe Groningen,Groningen,Dinner,Dessert,PISANG GORENG,7.5,1 stukje gebakken banaan met 1 bol vanille ijs,
Javaans Eetcafe Groningen,Groningen,Dinner,Dessert,PORTIE SPEKKOEK,7.5,Pandan en kruiden spekkoek 5 dunne plakjes die smelten op je tong zo heerlijk!,meat
Javaans Eetcafe Groningen,Groningen,Dinner,De Nagerechten,GRAND DESSERT,13.5,Een proeverij van diverse Indonesische gerechtjes (minimaal 2 personen),
Javaans Eetcafe Groningen,Groningen,Dinner,De Nagerechten,SPEKKOEK,7.5,Indonesische speculaascake opgebouwd uit verschillende laagjes,meat
Javaans Eetcafe Groningen,Groningen,Dinner,De Nagerechten,IJSPALET,8.5,Verschillende soorten ijs met spekkoek en slagroom,meat
Javaans Eetcafe Groningen,Groningen,Dinner,De Nagerechten,KWEE DADAR,8.5,Een warm Indonesisch flensje gevuld met gula djawa en geraspte kokos geserveerd met slagroom,vegetarian
Javaans Eetcafe Groningen,Groningen,Dinner,De Nagerechten,KELEPON,7.75,‘Indonesische bonbons’ gemaakt van pandandeeg en gevuld met gula djawa en gegarneerd met geraspte kokos,
Javaans Eetcafe Groningen,Groningen,Dinner,De Nagerechten,KLEPAH MUDAH,6.75,"Drankje met jonge kokos bevroren in kokoswater, gecrunched en geserveerd met rozensiroop",
Javaans Eetcafe Groningen,Groningen,Dinner,De Nagerechten,PISANG GORENG,8.5,Gebakken banaan met ijs en gula djawa met een toefje slagroom,vegetarian
Mahalo,Groningen,Lunch,"Kies Uit: Havermelk, Sojamelk, Amandelmelk, Kokosmelk Of Hazelnootmelk",Hot Choc,4.0,,
Mahalo,Groningen,Lunch,"Kies Uit: Havermelk, Sojamelk, Amandelmelk, Kokosmelk Of Hazelnootmelk",Golden Milk,5.0,"Huisgemaakt met verse kurkuma, gember, Chai kruiden, kokos- en amandelmelk",
Mahalo,Groningen,Lunch,"Kies Uit: Havermelk, Sojamelk, Amandelmelk, Kokosmelk Of Hazelnootmelk",Maté,4.0,"Argentijnse groene thee, op traditionele wijze geserveerd",
Mahalo,Groningen,Lunch,Zoet,Chocoladetaart,4.5,,
Mahalo,Groningen,Lunch,Zoet,Lavendelcake,3.5,,
Mahalo,Groningen,Lunch,Zoet,Warm bananenbrood met pindakaas en banaan,5.0,"Glutenvrij, ger. suikers vrij",vegetarian
Mahalo,Groningen,Lunch,Zoet,Special,5.0,Vraag naar onze specials,
Mahalo,Groningen,Lunch,Zoet,Glutenvrije special,4.5,Vraag naar onze specials,
Mahalo,Groningen,Lunch,Hele Taarten,Lavendelcake,23.5,,
Mahalo,Groningen,Lunch,Hele Taarten,Chocoladetaart,39.5,,
Mahalo,Groningen,Lunch,Ontbijt 9-12,Haver pannenkoeken,11.0,Met chocolade- of rode vruchtensaus en geserveerd met vers fruit,
Mahalo,Groningen,Lunch,Ontbijt 9-12,"Fryske ""sûkerbôle” toast",11.0,Geserveerd met vers fruit en agavesiroop,
Mahalo,Groningen,Lunch,Ontbijt 9-12,Smoothie bowl,11.0,"Keuze uit onze smoothies, geserveerd met huisgemaakte granola en vers fruit",
Mahalo,Groningen,Lunch,Ontbijt 9-12,Granola bowl,10.0,"Biologische soja yoghurt, geserveerd met huisgemaakte granola en vers fruit",vegetarian
Mahalo,Groningen,Lunch,Lunch 12-17U,Toast met pindakaas en banaan,7.0,Geserveerd met vers fruit,vegetarian
Mahalo,Groningen,Lunch,Lunch 12-17U,Italiaanse tosti,11.0,"Tosti met huisgemaakte palmkoolpesto, spinazie, tomaat en vegan kaas","vegan, vegetarian"
Mahalo,Groningen,Lunch,Lunch 12-17U,Pompoen linzensoep,9.0,Kruidige soep geserveerd met koriander- olie en getoast brood,
Mahalo,Groningen,Lunch,Lunch 12-17U,Mezze,11.0,"Platbrood, hummus, palmkoolpesto en olijfolie met za’atar",
Mahalo,Groningen,Lunch,"Stel Je Eigen Picknickmand Samen! Je Krijgt Van Ons Een Picknickmand En Kleed, Kies Vervolgens Uit Alle Items Van Ons Menu, Of Voor Onderstaande “Lunch Picknick”. En Ga Lekker Genieten In Het Noorderplantsoen!Je Kan De Mand Tot Ca 17:30 Terugbrengen, Of In Overleg Kan Het De Volgende Dag Ook.",Lunch Picknick,39.5,"Kies uit: 1x lunch (m.u.v. proeverijtjes), 1x warme drank, 1x smoothie en 1x water",
Mr. Dam Banh Mi,Groningen,Lunch,Menuontdek Ons Menu,Grilled beef,8.9,,meat
Mr. Dam Banh Mi,Groningen,Lunch,Menuontdek Ons Menu,Pork belly,8.9,,meat
Mr. Dam Banh Mi,Groningen,Lunch,Menuontdek Ons Menu,Grilled chiken,8.5,,
Mr. Dam Banh Mi,Groningen,Lunch,Menuontdek Ons Menu,Shrimp,8.9,,fish
Mr. Dam Banh Mi,Groningen,Lunch,Menuontdek Ons Menu,Vega,8.5,,vegetarian
Mr. Dam Banh Mi,Groningen,Lunch,Banh Mi,Grilled beef,8.9,,meat
Mr. Dam Banh Mi,Groningen,Lunch,Banh Mi,Pork belly,8.9,,meat
Mr. Dam Banh Mi,Groningen,Lunch,Banh Mi,Grilled chiken,8.5,,
Mr. Dam Banh Mi,Groningen,Lunch,Banh Mi,Shrimp,8.9,,fish
Mr. Dam Banh Mi,Groningen,Lunch,Banh Mi,Vega,8.5,,vegetarian
Mr. Dam Banh Mi,Groningen,Lunch,Salad Roll,Grilled chicken,7.5,,meat
Mr. Dam Banh Mi,Groningen,Lunch,Salad Roll,Grilled beef,7.5,,meat
Mr. Dam Banh Mi,Groningen,Lunch,Salad Roll,Shrimp,7.5,,fish
Mr. Dam Banh Mi,Groningen,Lunch,Rice Noodles,RICE NOODLES beef........................................€11.50RICE NOODLES shrimp........................................€11.50RICE NOODLES Pork Belly........................................€11.50RICE NOODLES chicken........................................€10.50RICE NOODLES Vega........................................€10.50,11.5,,"fish, meat, vegetarian"
Mr. Dam Banh Mi,Groningen,Lunch,Rice Noodles,RICE NOODLES beef,11.5,,meat
Mr. Dam Banh Mi,Groningen,Lunch,Rice Noodles,RICE NOODLES Pork Belly,11.5,,meat
Mr. Dam Banh Mi,Groningen,Lunch,Fried Noodles,FRIED NOODLES beef........................................€11.50FRIED NOODLES shrimp........................................€11.50FRIED NOODLES Pork Belly........................................€11.50FRIED NOODLES chicken........................................€10.50FRIED NOODLES Vega........................................€10.50,11.5,,"fish, meat, vegetarian"
Mr. Dam Banh Mi,Groningen,Lunch,Fried Noodles,FRIED NOODLES beef,11.5,,meat
Mr. Dam Banh Mi,Groningen,Lunch,Fried Noodles,FRIED NOODLES shrimp,11.5,,fish
Mr. Dam Banh Mi,Groningen,Lunch,Fried Noodles,FRIED NOODLES Pork Belly,10.5,,meat
Mr. Dam Banh Mi,Groningen,Lunch,Fried Noodles,FRIED NOODLES chicken,10.5,,meat
Ugly Duck,Groningen,Lunch,Soup,Groninger mosterdsoep,6.8,met spekjes en lente-ui,meat
Ugly Duck,Groningen,Lunch,Soup,Tomatensoep,6.8,met huisgemaakte basilicumpesto,
Ugly Duck,Groningen,Lunch,Soup,Soep van de dag,6.5,zie borden of vraag de bediening,vegetarian
Ugly Duck,Groningen,Lunch,Rustiek Brood,Jonge kaas,6.0,,vegetarian
Ugly Duck,Groningen,Lunch,Rustiek Brood,Gezond,6.6,"met achterham, kaas, tomaat, komkommer en ei",meat
Ugly Duck,Groningen,Lunch,Rustiek Brood,Olle Grieze,6.7,met mosterd (Groninger oude kaas),vegetarian
Ugly Duck,Groningen,Lunch,Rustiek Brood,Gezond pikant,7.0,"met chorizo, Olle Grieze, tomaat, komkommer en ei","spicy, vegetarian"
Ugly Duck,Groningen,Lunch,Rustiek Brood,Huisgemaakte tonijnsalade,7.8,,fish
Ugly Duck,Groningen,Lunch,Rustiek Brood,Gerookte zalm,8.2,met bieslookroomkaas en komkommer,fish
Ugly Duck,Groningen,Lunch,Rustiek Brood,Gegrilde kip,8.2,"met ei, Grano Padano en honing- mosterdmayo",meat
Ugly Duck,Groningen,Lunch,Rustiek Brood,Carpaccio,9.5,"met truffelmayo, rucola, pijnboompitjes en Grana Padano",meat
Ugly Duck,Groningen,Lunch,Salads,Caribbean V,9.5,"met paprika, kidney bonen, tomaat, appel, rode ui, pecannoten en mango- citroendressing","meat, vegetarian"
Ugly Duck,Groningen,Lunch,Salads,Geitenkaas,9.5,"met rode bietjes, appel, pecannoten en agavesiroop",vegetarian
Ugly Duck,Groningen,Lunch,Salads,Gegrilde kip,9.5,"met ei, rode ui, cherry tomaat, komkommer Grano Padano en honing- mosterd mayo",meat
Ugly Duck,Groningen,Lunch,Salads,Uitgebreid tot maaltijdsalade,5.0,,vegetarian
Ugly Duck,Groningen,Lunch,Salads,Bakje rauwkostsalade,2.5,van de dag,vegetarian
Ugly Duck,Groningen,Lunch,Club Sandwiches Met Chips,Brie,9.8,met mangochutney en pijnboompitjes,vegetarian
Ugly Duck,Groningen,Lunch,Club Sandwiches Met Chips,Gerookte zalm,9.8,met bieslookroomkaas en komkommer,fish
Ugly Duck,Groningen,Lunch,Homemade Burgers,Bierburger,9.8,"gemaakt van rundvlees met ontbijtspek en Affligem Dubbel op een broodje met spek, kaas, sla, tomaat en truffelmayonaise","meat, vegetarian"
Ugly Duck,Groningen,Lunch,Homemade Burgers,Kipburger,9.8,"gemaakt van kipfilet met ontbijtspek op een broodje met spek, sla, tomaat en honing- mosterdmayo","meat, vegetarian"
Ugly Duck,Groningen,Lunch,Homemade Burgers,Ugly Duck burger V,9.8,"gemaakt van bonen, linzen, tomaat, wortel en kruiden op een broodje met sla en salsa","meat, vegetarian"
Ugly Duck,Groningen,Lunch,Homemade Burgers,Uitgebreid tot plategerecht,16.5,"met friet, fritessaus en salade",vegetarian
Ugly Duck,Groningen,Lunch,Warme Lunchgerechten,Broodje warme brie,7.9,met mangochutney en pijnboompitjes,vegetarian
Ugly Duck,Groningen,Lunch,Warme Lunchgerechten,Broodje warme geitenkaas,7.9,met honing en pijnboompitjes,vegetarian
Ugly Duck,Groningen,Lunch,Warme Lunchgerechten,Vier geitenkaaskroketjes,8.8,op brood met mangochutney Twee kroketten op brood met mosterd,meat
Ugly Duck,Groningen,Lunch,Warme Lunchgerechten,Broodje Duck,9.0,"met gebakken champignons, prei, ham, brie en tuinkruiden",meat
Ugly Duck,Groningen,Lunch,Warme Lunchgerechten,Uitsmijter,9.0,met ham en kaas,meat
Ugly Duck,Groningen,Lunch,Warme Lunchgerechten,Uitsmijter,9.5,"met ham, kaas en spek",meat
Ugly Duck,Groningen,Lunch,Warme Lunchgerechten,Puntzak friet,4.0,met fritessaus,
Ugly Duck,Groningen,Lunch,Warme Plates,Massala curry V,18.5,"met o.a. gember, knoflook, ui, rode peper, wortel, pompoen, aardappel, tomaat, spinazie, kikkererwten en kokosmelk geserveerd met rijst en salade","spicy, vegetarian"
Ugly Duck,Groningen,Lunch,Warme Plates,Zalmfilet,18.5,"met basilicum- mosterdmayo, geserveerd met friet, fritessaus en salade",fish
Ugly Duck,Groningen,Lunch,Warme Plates,Varkenshaasspies,18.5,"met satésaus, gebakken uitjes en kroepoek, geserveerd met friet, fritessaus en salade",meat
Ugly Duck,Groningen,Lunch,Warme Plates,Kogelbiefstuk,19.5,"met kruidenboter, geserveerd met friet, fritessaus en salade",meat
Ugly Duck,Groningen,Lunch,Tosti’S,Kaas,3.2,,vegetarian
Ugly Duck,Groningen,Lunch,Tosti’S,Ham/Kaas,3.4,,meat
Ugly Duck,Groningen,Lunch,Tosti’S,Ham,3.2,,meat
Ugly Duck,Groningen,Lunch,Tosti’S,Tomaat/Kaas,3.4,,vegetarian
Ugly Duck,Groningen,Lunch,Tosti’S,Hawaï,3.6,,
Ugly Duck,Groningen,Lunch,Tosti’S,Hawaï Vega,3.4,,vegetarian
Ugly Duck,Groningen,Lunch,Kindergerechten,Broodje,2.2,"met ham, kaas of chocoladevlokken",meat
Ugly Duck,Groningen,Lunch,Kindergerechten,Broodje,2.6,met één gebakken ei,vegetarian
Ugly Duck,Groningen,Lunch,Kindergerechten,Broodje,3.2,met een vlees- of geitenkaaskroket,"meat, vegetarian"
Ugly Duck,Groningen,Lunch,Kindergerechten,"Kindermenu met friet, appelmoes en fritessaus",6.0,"Keuze uit bitterballen, minifrikandellen, kipnuggets, risottorballen, gebakken zalm of kipfilet","fish, meat"
Ugly Duck,Groningen,Dinner,Soup,Groninger mosterdsoep,6.8,met spekjes en lente-ui,meat
Ugly Duck,Groningen,Dinner,Soup,Tomatensoep,6.8,met huisgemaakte basilicumpesto,
Ugly Duck,Groningen,Dinner,Soup,Soep van de dag,6.5,zie borden of vraag de bediening,vegetarian
Ugly Duck,Groningen,Dinner,Starters,Knoflookolijven,4.2,,
Ugly Duck,Groningen,Dinner,Starters,Duck trio,6.0,"broodje met kruidenboter, een klein kopje mosterdsoep en Groninger boerenkaas",meat
Ugly Duck,Groningen,Dinner,Starters,Plankje rustiek brood,6.8,"met kruidenboter, basilicumpesto en tomaten-olijventapenade",
Ugly Duck,Groningen,Dinner,Starters,Nacho’s,7.5,"uit de oven, met kaas, paprika- tomatensalsa, bieslookroomkaas en lente ui",vegetarian
Ugly Duck,Groningen,Dinner,Starters,Nacho’s kip,8.0,"uit de oven, met kaas, paprika- tomatensalsa, bieslookroomkaas en lente ui",meat
Ugly Duck,Groningen,Dinner,Starters,Geitenkaaskroketjes,7.8,met mangochutney,meat
Ugly Duck,Groningen,Dinner,Starters,Carpaccio,9.9,"met Grana Padano, pijnboompitjes, rucola en truffelmayo",meat
Ugly Duck,Groningen,Dinner,Starters,Anti Pasti,13.5,"(2p.) Broodjes met dips, knoflookolijven, brie, risottoballen, chorizo en Olle grieze kaas",vegetarian
Ugly Duck,Groningen,Dinner,Starters,Klein kopje soep,2.3,"Keuze uit mosterdsoep, tomatensoep of soep van de dag",vegetarian
Ugly Duck,Groningen,Dinner,Salads,Caribbean V,9.5,"met paprika, kidney bonen, tomaat, appel, rode ui, pecannoten en mango- citroendressing","meat, vegetarian"
Ugly Duck,Groningen,Dinner,Salads,Geitenkaas,9.5,"met rode bietjes, appel, pecannoten en agavesiroop",vegetarian
Ugly Duck,Groningen,Dinner,Salads,Gegrilde kip,9.5,"met ei, rode ui, cherry tomaat, komkommer Grano Padano en honing- mosterd mayo",meat
Ugly Duck,Groningen,Dinner,Salads,Uitgebreid tot maaltijdsalade,5.0,,vegetarian
Ugly Duck,Groningen,Dinner,Main,Kipspies,18.5,"met satésaus, uitjes en kroepoek",meat
Ugly Duck,Groningen,Dinner,Main,Kipschnitzel,18.5,(gepaneerd en huisgemaakt) met peperroomsaus,"meat, spicy"
Ugly Duck,Groningen,Dinner,Main,Duckstoofpotje,18.8,"met malse stukjes rundvlees, gestoofd in o.a. ketjap, ui, citroen en bruine suiker keuze uit friet/rijst",meat
Ugly Duck,Groningen,Dinner,Main,Varkenshaasspies,18.8,"met satésaus, uitjes en kroepoek",meat
Ugly Duck,Groningen,Dinner,Main,Varkenshaas,18.8,met brie en mangochutney,meat
Ugly Duck,Groningen,Dinner,Main,Kogelbiefstuk,20.9,met kruidenboter,meat
Ugly Duck,Groningen,Dinner,Main,Mixed grill,20.9,"van biefstuk, varkenshaas en kipfilet met peperroomsaus","meat, spicy, vegetarian"
Ugly Duck,Groningen,Dinner,Main,Wekelijks wisselend vleesgerecht vanaf,14.9,zie borden of vraag de bediening,vegetarian
Ugly Duck,Groningen,Dinner,Homemade Burgers,Bierburger,18.5,"gemaakt van rundvlees met ontbijtspek en Affligem Dubbel op een broodje met spek, kaas, sla, tomaat en truffelmayonaise","meat, vegetarian"
Ugly Duck,Groningen,Dinner,Homemade Burgers,Kipburger,18.5,"gemaakt van kipfilet met ontbijtspek op een broodje met spek, sla, tomaat en honing- mosterdmayo","meat, vegetarian"
Ugly Duck,Groningen,Dinner,Homemade Burgers,Ugly Duck burger V,18.5,"gemaakt van bonen, linzen, tomaat, wortel en kruiden op een broodje met sla en salsa","meat, vegetarian"
Ugly Duck,Groningen,Dinner,Main,Zalmfilet,18.5,met basilicum- mosterdmayo,fish
Ugly Duck,Groningen,Dinner,Main,Maandelijks wisselend Visgerecht,14.8,zie borden of vraag de bediening,"fish, vegetarian"
Ugly Duck,Groningen,Dinner,Vega/Vegan,Massala curry V,17.8,"met o.a. gember, knoflook, ui, rode peper, wortel, pompoen, aardappel, tomaat, spinazie, kikkererwten en kokosmelk geserveerd met rijst en salade","spicy, vegetarian"
Ugly Duck,Groningen,Dinner,Vega/Vegan,Kaasfondue,17.8,"met Gruyère, Emmentaler, witte wijn, appelsap, knoflook, bosui en rode peper geserveerd met paprika, komkommer, broccoli en brood","spicy, vegetarian"
Ugly Duck,Groningen,Dinner,Vega/Vegan,vegetarisch of vegan gerecht,14.9,"Wekelijks wisselend, zie borden of vraag de bediening","vegan, vegetarian"
XO Groningen,Groningen,Lunch,12-Uurtje,Klassiek,16.5,"Uitsmijter ham en/of kaas, broodje kroket & mosterdsoep",meat
XO Groningen,Groningen,Lunch,12-Uurtje,Vega,16.5,"Vegetarische soep, salade geitenkaas & biologische groentekroket met brood","meat, vegetarian"
XO Groningen,Groningen,Lunch,12-Uurtje,XO,17.5,"Tom kha kai, Caesar salad & kleine XO Burger",meat
XO Groningen,Groningen,Lunch,12-Uurtje,Vis,18.5,"Salade zalm, toast makreel, bao met Holtkamper garnalenkroketje & cocktailsaus","fish, meat"
XO Groningen,Groningen,Lunch,12-Uurtje,Gua Bao Makreel,18.5,"Pittige gerookte makreel, uienchutney, taugé, zoetzure komkommer, uitjes & koriander","fish, spicy"
XO Groningen,Groningen,Lunch,12-Uurtje,Gua Bao Buikspek,17.5,"Oosters buikspek, vietnamese dressing, zoetzuur, sriracha, lente ui & koriander","meat, spicy"
XO Groningen,Groningen,Lunch,12-Uurtje,Steak Sandwich,18.5,"Gekruide biefstuk, groene kruiden, zure room, nacho’s, salsa, rode ui & Parmezaanse kaas",meat
XO Groningen,Groningen,Lunch,12-Uurtje,XO Burger,16.5,"Biologische runderburger, tomaat, gefrituurde uitjes, augurk, remoulade, huisgemaakte ketchup & frietjes",meat
XO Groningen,Groningen,Lunch,12-Uurtje,Club Sandwich Kip,16.5,"Gerookte kip, tomaat, gebakken spek, remoulade, rode ui, augurk, gekookt ei, mayonaise & frietjes",meat
XO Groningen,Groningen,Lunch,12-Uurtje,Club Sandwich Zalm,18.5,"Gerookte zalm, makreel, remoulade, komkommer, rode ui, augurk, gekookt ei, mayonaise & frietjes",fish
XO Groningen,Groningen,Lunch,12-Uurtje,Vega,15.5,"Libanees brood, aubergine, ei, tomaat, komkommer, humus, ui, muhammara & zhug","meat, vegetarian"
XO Groningen,Groningen,Lunch,12-Uurtje,Pittige Kip,11.5,"Kippendij, uienchutney, taugé, rode ui, koriander, zoetzure komkommer, sriracha-mayonaise & gefrituurde uitjes","meat, spicy"
XO Groningen,Groningen,Lunch,12-Uurtje,Makreel,14.5,"Gerookte makreel, remoulade, rode ui, augurk & kappertjes",fish
XO Groningen,Groningen,Lunch,12-Uurtje,Caprese,10.5,"Mozzarella, tomaat, groene kruiden, rode ui, pijnboompitten & balsamico",vegetarian
XO Groningen,Groningen,Lunch,12-Uurtje,.,8.5,.,
